date,GPP_NT_VUT_REF,n_datapoints,n_measured,SW_IN_F,f_measured
548693046-11-01,7.45873,1,0,236.195,0
548693047-01-10,11.3884,1,0,391.436,0
548693047-02-09,12.9201,1,0,466.127,0
548693047-04-20,12.2172,1,0,537.28,0
548693047-05-20,10.0732,1,1,603.68,1
548693047-07-29,14.7125,1,1,664.191,1
548693047-08-28,13.508,1,1,717.779,1
548693047-11-06,21.7707,1,1,805.861,1
548693047-12-06,17.0406,1,0,845.048,0
548693048-02-14,18.8441,1,0,874.467,0
548693048-03-15,15.7267,1,1,893.616,1
548693048-05-24,19.078,1,1,902.168,1
548693048-06-23,18.6831,1,1,899.979,1
548693048-09-01,17.7789,1,1,829.563,1
548693048-10-01,24.0756,1,1,807.704,1
548693048-12-10,19.941,1,1,776.418,1
548693049-01-09,13.8593,1,1,736.242,1
548693049-03-20,11.7002,1,1,687.862,1
548693049-04-19,15.4398,1,1,632.109,1
548693049-06-28,8.52964,1,1,435.479,1
548693049-07-28,8.93805,1,1,383.882,1
548693049-10-06,9.01809,1,1,329.077,1
548693049-11-05,9.8532,1,1,272.001,1
548693050-01-14,6.39196,1,1,213.632,1
548693050-02-13,8.06429,1,0,154.969,0
548693050-04-24,5.23032,1,0,27.923,0
548693050-05-24,-0.30955,1,0,11.732,0
548693050-08-02,-7.11739,1,0,0,0
548693050-09-01,-9.50399,1,1,0,1
548693050-11-10,-4.79969,1,1,0,1
548693050-12-10,-6.67966,1,1,0,1
548693051-02-18,-5.99396,1,1,0,1
548693051-03-20,-3.68851,1,1,0,1
548693051-05-29,-5.53647,1,1,0,1
548693051-06-28,-5.00757,1,1,0,1
548693072-06-27,-8.24734,1,1,0,1
548693072-07-27,-6.7367,1,0,0,0
548693072-10-05,-3.91183,1,0,0,0
548693072-11-04,-0.593519,1,0,0,0
548693073-01-13,-6.72934,1,0,0,0
548693073-02-12,-8.70699,1,0,0,0
548693073-04-23,-21.787,1,1,0,1
548693073-05-23,-13.5143,1,0,0,0
548693073-08-01,-13.5317,1,0,0,0
548693073-08-31,-5.782,1,0,4.045,0
548693073-11-09,-4.06771,1,0,28.413,0
548693073-12-09,-0.370165,1,0,53.791,0
548693074-02-17,3.15502,1,0,79.745,0
548693074-03-19,7.6597,1,0,105.83,0
548693074-05-28,11.5286,1,0,123.912,0
548693074-06-27,12.9555,1,0,147.467,0
548693074-09-05,12.1479,1,0,169.908,0
548693074-10-05,12.4739,1,0,190.853,0
548693074-12-14,14.6799,1,0,209.942,0
548693075-01-13,14.6924,1,0,226.849,0
548693075-03-24,16.2944,1,0,439.443,0
548693075-04-23,16.5427,1,0,460.789,0
548693075-07-02,18.3342,1,0,476.821,0
548693075-08-01,17.2641,1,0,487.267,0
548693075-10-10,17.2611,1,0,491.947,0
548693075-11-09,18.5294,1,0,490.784,0
548693076-01-18,19.3745,1,0,456.532,0
548693076-02-17,18.3053,1,0,444.556,0
548693076-04-27,16.9066,1,0,427.403,0
548693076-05-27,13.2835,1,0,405.366,0
548693076-08-05,16.9808,1,1,378.825,1
548693076-09-04,9.57517,1,1,348.232,1
548693076-11-13,12.5426,1,1,298.602,1
548693076-12-13,21.4616,1,1,263.369,1
548693077-02-21,8.26501,1,1,225.941,1
548693077-03-23,11.9589,1,1,186.959,1
548693077-06-01,3.84655,1,1,147.09,1
548693077-07-01,7.88752,1,0,107.016,0
548693077-09-09,4.8433,1,0,23.706,0
548693077-10-09,-0.766637,1,0,10.193,0
548693077-12-18,-7.57759,1,0,0,0
548693078-01-17,-7.4349,1,0,0,0
548693078-03-28,-7.19937,1,0,0,0
548693078-04-27,-6.59288,1,0,0,0
548693078-07-06,-5.78275,1,0,0,0
548693078-08-05,-5.82579,1,0,0,0
548693078-10-14,-6.13084,1,0,0,0
548693078-11-13,-6.07404,1,0,0,0
548694989-01-08,-6.7357,1,0,0,0
548694989-02-07,-7.11714,1,0,0,0
548694989-04-18,-4.27341,1,0,0,0
548694989-05-18,-0.958,1,0,0,0
548694989-07-27,-13.8297,1,0,0,0
548694989-08-26,-13.8498,1,0,0,0
548694989-11-04,-5.57983,1,1,0,1
548694989-12-04,-13.8897,1,0,0,0
548694990-02-12,-13.9098,1,0,0,0
548694990-03-14,-6.12219,1,0,4.249,0
548694990-05-23,-4.36979,1,0,27.033,0
548694990-06-22,-0.634191,1,0,50.764,0
548694990-08-31,2.92919,1,0,75.036,0
548694990-09-30,7.47198,1,0,99.433,0
548694990-12-09,11.3791,1,0,134.856,0
548694991-01-08,12.8296,1,0,160.401,0
548694991-03-19,12.0455,1,0,184.741,0
548694991-04-18,18.2599,1,0,207.46,0
548694991-06-27,30.5977,1,0,228.169,0
548694991-07-27,29.1428,1,0,246.515,0
548694991-10-05,28.9153,1,0,283.789,0
548694991-11-04,29.4809,1,0,297.561,0
548694992-01-13,27.4032,1,0,307.91,0
548694992-02-12,28.6951,1,0,314.66,0
548694992-04-22,27.969,1,0,317.695,0
548694992-05-22,25.675,1,0,316.964,0
548694992-07-31,24.9271,1,0,73.093,0
548694992-08-30,24.7165,1,0,71.184,0
548694992-11-08,20.9385,1,0,68.448,0
548694992-12-08,17.6275,1,0,64.931,0
548694993-02-16,16.5373,1,0,60.695,0
548694993-03-18,14.8664,1,0,55.811,0
548694993-05-27,12.4424,1,0,20.163,0
548694993-06-26,11.0996,1,0,17.794,0
548694993-09-04,10.2856,1,0,15.276,0
548694993-10-04,9.96095,1,0,12.654,0
548694993-12-13,7.72135,1,0,9.972,0
548694994-01-12,7.75093,1,0,7.276,0
548694994-03-23,4.57477,1,0,1.846,0
548694994-04-22,0.03924,1,0,0.811,0
548694994-07-01,-7.79991,1,0,0,0
548694994-07-31,-7.63394,1,0,0,0
548694994-10-09,-7.37525,1,0,0,0
548694994-11-08,-6.74567,1,0,0,0
548694995-01-17,-5.91235,1,0,0,0
548694995-02-16,-5.90324,1,0,0,0
548694995-04-27,-6.15612,1,0,0,0
548694995-05-27,-6.04706,1,0,0,0
548695016-05-27,-6.65667,1,0,0,0
548695016-06-26,-6.98599,1,0,0,0
548695016-09-04,-7.08367,1,0,0,0
548695016-10-04,-7.37507,1,0,0,0
548695016-12-13,-13.6339,1,0,0,0
548695017-01-12,-13.6477,1,0,0,0
548695017-03-23,-13.6616,1,0,0,0
548695017-04-22,-13.6755,1,0,0,0
548695017-07-01,-13.6893,1,0,0,0
548695017-07-31,11.0396,1,0,3.13,0
548695017-10-09,9.38854,1,0,18.349,0
548695017-11-08,8.44204,1,0,34.202,0
548695018-01-17,8.40076,1,0,50.417,0
548695018-02-16,8.13104,1,0,66.718,0
548695018-04-27,7.74172,1,0,169.765,0
548695018-05-27,8.83413,1,0,201.819,0
548695018-08-05,10.7911,1,0,232.363,0
548695018-09-04,15.5667,1,0,260.877,0
548695018-11-13,30.6116,1,0,286.871,0
548695018-12-13,35.9426,1,1,309.903,1
548695019-02-21,25.3927,1,1,508.135,1
548695019-03-23,26.2532,1,1,532.776,1
548695019-06-01,28.221,1,1,551.302,1
548695019-07-01,31.7811,1,1,563.398,1
548695019-09-09,25.653,1,1,568.856,1
548695019-10-09,31.9544,1,1,567.584,1
548695019-12-18,22.7244,1,1,539.28,1
548695020-01-17,16.8177,1,1,525.258,1
548695020-03-27,28.0738,1,1,505.145,1
548695020-04-26,22.4533,1,0,479.285,0
548695020-07-05,14.0505,1,0,448.121,0
548695020-08-04,12.9735,1,0,412.186,0
548695020-10-13,11.7624,1,0,214.555,0
548695020-11-12,8.11219,1,0,189.439,0
548695021-01-21,7.75145,1,1,162.752,1
548695021-02-20,8.35809,1,1,134.952,1
548695021-05-01,7.99728,1,0,106.514,0
548695021-05-31,8.0014,1,0,77.926,0
548695021-08-09,3.53182,1,0,3.929,0
548695021-09-08,2.3407,1,0,1.76,0
548695021-11-17,-0.672792,1,0,0,0
548695021-12-17,-0.690861,1,0,0,0
548695022-02-25,-0.708934,1,0,0,0
548695022-03-27,-2.69126,1,0,0,0
548695022-06-05,-5.94683,1,0,0,0
548695022-07-05,-5.77751,1,0,0,0
548695022-09-13,-6.02803,1,0,0,0
548695022-10-13,-5.91651,1,0,0,0
548695043-10-13,-10.063,1,0,0,0
548695043-11-12,-14.4301,1,0,0,0
548695044-01-21,-14.4297,1,0,0,0
548695044-02-20,-13.8539,1,0,0,0
548695044-04-30,-11.7148,1,0,0,0
548695044-05-30,-8.7342,1,0,0,0
548695044-08-08,-8.99996,1,0,0,0
548695044-09-07,-1.34896,1,0,0,0
548695044-11-16,7.16402,1,0,0,0
548695044-12-16,11.1065,1,0,0.624,0
548695045-02-24,9.44448,1,0,3.418,0
548695045-03-26,8.48701,1,0,6.328,0
548695045-06-04,8.43474,1,0,9.306,0
548695045-07-04,8.15395,1,0,12.299,0
548695045-09-12,7.75364,1,0,55.321,0
548695045-10-12,8.59102,1,0,65.735,0
548695045-12-21,9.91103,1,0,75.66,0
548695046-01-20,17.8759,1,0,84.926,0
548695046-03-31,30.5275,1,0,93.375,0
548695046-04-30,29.0498,1,0,100.862,0
548695046-07-09,28.7995,1,0,229.782,0
548695046-08-08,29.3692,1,0,240.919,0
548695046-10-17,26.4808,1,0,249.296,0
548695046-11-16,28.5333,1,0,254.771,0
548695047-01-25,29.1017,1,0,257.251,0
548695047-02-24,27.1331,1,0,256.693,0
548695047-05-05,25.436,1,0,307.738,0
548695047-06-04,25.7912,1,0,299.772,0
548695047-08-13,23.3563,1,0,288.336,0
548695047-09-12,17.61,1,0,273.626,0
548695047-11-21,14.4766,1,0,255.895,0
548695047-12-21,8.15254,1,0,235.445,0
548695048-02-29,7.94988,1,0,111.035,0
548695048-03-30,8.00283,1,0,98.087,0
548695048-06-08,8.30226,1,0,84.327,0
548695048-07-08,7.84762,1,0,69.991,0
548695048-09-16,7.83919,1,0,55.325,0
548695048-10-16,8.27874,1,0,40.58,0
548695048-12-25,4.68245,1,0,8.147,0
548695049-01-24,2.24589,1,0,3.714,0
548695049-04-04,-0.764208,1,0,0,0
548695049-05-04,-0.778881,1,0,0,0
548695049-07-13,-0.793461,1,0,0,0
548695049-08-12,-2.77229,1,0,0,0
548695049-10-21,-1.80015,1,0,0,0
548695049-11-20,-2.23341,1,0,0,0
548695050-01-29,-3.72936,1,0,0,0
548695050-02-28,-5.19207,1,0,0,0
548695071-02-28,-8.46756,1,0,0,0
548695071-03-30,-14.56,1,0,0,0
548695071-06-08,-14.57,1,0,0,0
548695071-07-08,-13.9959,1,0,0,0
548695071-09-16,-14.0214,1,0,0,0
548695071-10-16,-10.6216,1,0,0,0
548695071-12-25,-9.14686,1,0,0,0
548695072-01-24,0.476797,1,0,0,0
548695072-04-03,13.2567,1,0,0,0
548695072-05-03,10.9839,1,0,7.195,0
548695072-07-12,9.34937,1,0,37.162,0
548695072-08-11,8.41943,1,0,68.384,0
548695072-10-20,8.3947,1,0,100.327,0
548695072-11-19,8.14155,1,0,132.444,0
548695073-01-28,7.76879,1,0,288.3,0
548695073-02-27,8.65663,1,0,342.426,0
548695073-05-08,10.0272,1,0,394.014,0
548695073-06-07,12.0652,1,0,442.184,0
548695073-08-16,12.9904,1,0,486.111,0
548695073-09-15,21.0949,1,0,525.044,0
548695073-11-24,22.6713,1,0,526.497,0
548695073-12-24,22.7046,1,0,552.003,0
548695074-03-04,22.9219,1,0,571.2,0
548695074-04-03,28.734,1,0,583.761,0
548695074-06-12,22.8103,1,1,589.472,1
548695074-07-12,34.7572,1,1,588.234,1
548695074-09-20,37.0637,1,1,488.958,1
548695074-10-20,23.1523,1,1,476.358,1
548695074-12-29,14.1424,1,1,458.253,1
548695075-01-28,14.9079,1,0,434.954,0
548695075-04-08,10.3804,1,0,406.861,0
548695075-05-08,7.43743,1,1,374.454,1
548695075-07-17,9.55294,1,1,137.825,1
548695075-08-16,8.43985,1,0,121.811,0
548695075-10-25,9.97082,1,0,104.792,0
548695075-11-24,9.6283,1,0,87.059,0
548695076-02-02,9.13388,1,0,68.915,0
548695076-03-03,8.7699,1,0,50.672,0
548695076-05-12,5.27135,1,0,9.365,0
548695076-06-11,2.3198,1,0,4.341,0
548695076-08-20,3.22762,1,1,0,1
548695076-09-19,1.33648,1,1,0,1
548695076-11-28,-6.74227,1,1,0,1
548695076-12-28,-2.74067,1,0,0,0
548695077-03-08,-1.77903,1,0,0,0
548695077-04-07,-2.21107,1,0,0,0
548695077-06-16,-3.70578,1,0,0,0
548695077-07-16,-5.16727,1,0,0,0
548695098-07-16,-8.44152,1,0,0,0
548695098-08-15,-14.5327,1,0,0,0
548695098-10-24,-20.7921,1,1,0,1
548695098-11-23,-8.29992,1,1,0,1
548695099-02-01,-13.96,1,0,0,0
548695099-03-03,-12.7699,1,1,0,1
548695099-05-12,-13.3373,1,0,0,0
548695099-06-11,0.587409,1,0,0,0
548695099-08-20,13.3836,1,0,0,0
548695099-09-19,13.9654,1,1,4.411,1
548695099-11-28,12.8369,1,1,21.687,1
548695099-12-28,6.52,1,1,39.689,1
548695100-03-08,4.48517,1,1,58.108,1
548695100-04-07,4.69707,1,1,76.629,1
548695100-06-16,13.7658,1,1,163.348,1
548695100-07-16,11.5124,1,1,193.939,1
548695100-09-24,4.61468,1,1,223.1,1
548695100-10-24,11.9963,1,0,250.332,0
548695101-01-02,12.8867,1,0,275.17,0
548695101-02-01,19.8331,1,1,297.187,1
548695101-04-12,14.2413,1,1,351.412,1
548695101-05-12,28.8701,1,1,368.431,1
548695101-07-21,27.0717,1,1,381.248,1
548695101-08-20,25.6079,1,0,389.644,0
548695101-10-29,20.8466,1,1,393.476,1
548695101-11-28,32.7152,1,0,392.678,0
548695102-02-06,43.6526,1,1,269.717,1
548695102-03-08,33.6568,1,1,262.797,1
548695102-05-17,25.0126,1,1,252.846,1
548695102-06-16,29.3244,1,0,240.034,0
548695102-08-25,15.4781,1,0,224.58,0
548695102-09-24,13.3454,1,0,206.75,0
548695102-12-03,11.2594,1,0,163.874,0
548695103-01-02,11.0713,1,0,144.901,0
548695103-03-13,10.3948,1,0,124.734,0
548695103-04-12,10.2474,1,0,103.72,0
548695103-06-21,9.74994,1,0,82.216,0
548695103-07-21,8.91202,1,0,60.593,0
548695103-09-29,5.20002,1,0,11.287,0
548695103-10-29,10.5651,1,0,5.312,0
548695104-01-07,6.25837,1,0,0,0
548695104-02-06,35.7339,1,1,0,1
548695104-04-16,4.67536,1,0,0,0
548695104-05-16,3.92372,1,0,0,0
548695104-07-25,-1.89387,1,0,0,0
548695104-08-24,-2.32505,1,0,0,0
548695104-11-02,-3.81891,1,0,0,0
548695104-12-02,-5.27945,1,0,0,0
548695125-12-02,-8.55285,1,0,0,0
548695126-01-01,-9.30389,1,0,0,0
548695126-03-12,-10.1522,1,0,0,0
548695126-04-11,-11.5383,1,0,0,0
548695126-06-20,-12.2837,1,0,0,0
548695126-07-20,-10.7004,1,0,0,0
548695126-09-28,-13.5095,1,0,0,0
548695126-10-28,0.399586,1,0,0,0
548695127-01-06,13.1802,1,0,0,0
548695127-02-05,10.8973,1,0,6.844,0
548695127-04-16,7.59656,1,0,32.264,0
548695127-05-16,2.18332,1,0,58.754,0
548695127-07-25,1.0061,1,1,85.861,1
548695127-08-24,3.41044,1,1,113.122,1
548695127-11-02,4.441,1,0,290.258,0
548695127-12-02,6.20453,1,0,344.498,0
548695128-02-10,8.98201,1,1,396.207,1
548695128-03-11,18.9238,1,0,444.502,0
548695128-05-20,25.8783,1,1,488.557,1
548695128-06-19,22.0364,1,1,527.619,1
548695128-08-28,25.3925,1,1,690.169,1
548695128-09-27,31.4266,1,1,723.592,1
548695128-12-06,20.5842,1,1,748.778,1
548695129-01-05,24.9007,1,1,765.295,1
548695129-03-16,30.466,1,1,772.863,1
548695129-04-15,17.8164,1,1,771.352,1
548695129-06-24,24.0576,1,1,774.418,1
548695129-07-24,17.2095,1,1,754.637,1
548695129-10-02,19.0635,1,1,726.165,1
548695129-11-01,26.3829,1,1,689.49,1
548695130-01-10,12.2617,1,1,645.24,1
548695130-02-09,15.559,1,1,594.173,1
548695130-04-20,12.4825,1,1,471.624,1
548695130-05-20,12.1174,1,1,417.207,1
548695130-07-29,11.8229,1,1,359.361,1
548695130-08-28,11.0473,1,1,299.074,1
548695130-11-06,7.62948,1,1,237.379,1
548695130-12-06,9.30688,1,0,175.331,0
548695131-02-14,6.18675,1,0,40.944,0
548695131-03-16,14.3972,1,0,19.544,0
548695131-05-25,2.38037,1,0,0,0
548695131-06-24,2.17978,1,1,0,1
548695131-09-02,2.35448,1,1,0,1
548695131-10-02,1.64342,1,1,0,1
548695131-12-11,-1.18396,1,1,0,1
548695132-01-10,-2.64124,1,1,0,1
548695132-03-20,-3.82998,1,1,0,1
548695132-04-19,-5.03412,1,1,0,1
548695153-04-19,-6.00527,1,1,0,1
548695153-05-19,-8.62677,1,1,0,1
548695153-07-28,-6.81468,1,1,0,1
548695153-08-27,-7.76189,1,0,0,0
548695153-11-05,-12.3127,1,0,0,0
548695153-12-05,-10.7281,1,0,0,0
548695154-02-13,-4.55909,1,0,0,0
548695154-03-15,0.374661,1,0,0,0
548695154-05-24,13.1567,1,0,0,0
548695154-06-23,10.9269,1,0,14.466,0
548695154-09-01,7.67936,1,0,65.796,0
548695154-10-01,2.31951,1,0,119.293,0
548695154-12-10,2.38947,1,0,174.042,0
548695155-01-09,2.45934,1,0,229.107,0
548695155-03-20,4.73707,1,0,383.713,0
548695155-04-19,5.08998,1,0,455.278,0
548695155-06-28,3.39008,1,0,523.512,0
548695155-07-28,2.39364,1,1,587.249,1
548695155-10-06,4.70226,1,1,645.399,1
548695155-11-05,13.5115,1,1,696.968,1
548695156-01-14,16.5342,1,1,795.381,1
548695156-02-13,16.6763,1,1,833.902,1
548695156-04-23,12.0323,1,1,862.946,1
548695156-05-23,13.9845,1,1,882.017,1
548695156-08-01,16.2272,1,1,890.79,1
548695156-08-31,21.0207,1,1,889.115,1
548695156-11-09,13.6916,1,1,842.03,1
548695156-12-09,10.7792,1,1,820.616,1
548695157-02-17,8.99602,1,1,789.765,1
548695157-03-19,10.4242,1,1,750.007,1
548695157-05-28,10.0992,1,1,702.021,1
548695157-06-27,5.63401,1,1,646.629,1
548695157-09-05,6.41592,1,1,477.038,1
548695157-10-05,7.47272,1,0,422.179,0
548695157-12-14,8.37432,1,0,363.855,0
548695158-01-13,10.3635,1,1,303.063,1
548695158-03-24,9.31836,1,0,240.843,0
548695158-04-23,8.99442,1,0,178.261,0
548695158-07-02,7.41729,1,0,40.243,0
548695158-08-01,5.16871,1,0,19.46,0
548695158-10-10,5.06576,1,1,0,1
548695158-11-09,3.20225,1,0,0,0
548695159-01-18,2.41802,1,0,0,0
548695159-02-17,0.985608,1,0,0,0
548695159-04-28,-0.201264,1,0,0,0
548695159-05-28,-1.70501,1,0,0,0
548695159-08-06,-3.2688,1,0,0,0
548695159-09-05,-4.79964,1,0,0,0
548695180-09-04,-5.67675,1,0,0,0
548695180-10-04,-6.29518,1,0,0,0
548695180-12-13,-6.88444,1,0,0,0
548695181-01-12,-7.46943,1,0,0,0
548695181-03-23,-12.0282,1,0,0,0
548695181-04-22,-10.4513,1,0,0,0
548695181-07-01,-2.02887,1,0,0,0
548695181-07-31,0.635691,1,0,0,0
548695181-10-09,13.4097,1,0,0,0
548695181-11-08,11.1834,1,0,14.821,0
548695182-01-17,4.17983,1,0,65.392,0
548695182-02-16,7.38859,1,0,118.105,0
548695182-04-27,6.02308,1,0,172.058,0
548695182-05-27,7.25027,1,0,226.328,0
548695182-08-05,7.47768,1,0,381.012,0
548695182-09-04,5.48491,1,0,451.953,0
548695182-11-13,5.5853,1,0,519.6,0
548695182-12-13,4.66138,1,0,582.799,0
548695183-02-21,4.89939,1,1,640.467,1
548695183-03-23,4.76211,1,1,691.619,1
548695183-06-01,4.999,1,0,792.018,0
548695183-07-01,7.32833,1,0,830.385,0
548695183-09-09,15.8835,1,0,859.33,0
548695183-10-09,9.82645,1,1,878.36,1
548695183-12-18,22.0721,1,1,887.149,1
548695184-01-17,15.5222,1,1,885.549,1
548695184-03-27,11.1031,1,1,819.906,1
548695184-04-26,9.40866,1,1,799.146,1
548695184-07-05,9.51608,1,1,769.208,1
548695184-08-04,11.3276,1,1,730.606,1
548695184-10-13,10.4231,1,0,684.001,0
548695184-11-12,11.2161,1,0,630.19,0
548695185-01-21,9.86515,1,0,460.834,0
548695185-02-20,11.0698,1,1,408.007,1
548695185-05-01,8.55835,1,1,351.835,1
548695185-05-31,8.00425,1,1,293.28,1
548695185-08-09,9.17661,1,1,233.343,1
548695185-09-08,8.00405,1,1,173.05,1
548695185-11-17,8.53869,1,0,40.927,0
548695185-12-17,3.0192,1,0,20.028,0
548695186-02-25,1.88038,1,0,0.099,0
548695186-03-27,1.3207,1,0,0,0
548695186-06-05,1.15599,1,0,0,0
548695186-07-05,0.301746,1,0,0,0
548695186-09-13,0.829849,1,0,0,0
548695186-10-13,0.586642,1,0,0,0
548695186-12-22,-2.34669,1,0,0,0
548695187-01-21,-4.53063,1,0,0,0
548695208-01-21,-5.42056,1,0,0,0
548695208-02-20,-6.05204,1,0,0,0
548695208-04-30,-6.65442,1,0,0,0
548695208-05-30,-7.23373,1,0,0,0
548695208-08-08,-3.83608,1,0,0,0
548695208-09-07,-1.38762,1,0,0,0
548695208-11-16,-1.49503,1,0,0,0
548695208-12-16,-0.012998,1,0,0,0
548695209-02-24,2.52932,1,0,0,0
548695209-03-26,4.24121,1,0,15.359,0
548695209-06-04,4.41848,1,0,66.051,0
548695209-07-04,10.8183,1,0,118.895,0
548695209-09-12,6.23608,1,0,172.989,0
548695209-10-12,4.24018,1,1,227.407,1
548695209-12-21,8.41238,1,1,382.674,1
548695210-01-20,9.9299,1,1,453.822,1
548695210-03-31,8.35023,1,1,521.676,1
548695210-04-30,0.480996,1,1,585.076,1
548695210-07-09,6.37615,1,1,642.938,1
548695210-08-08,7.29341,1,0,694.272,0
548695210-10-17,16.4115,1,1,793.142,1
548695210-11-16,5.83694,1,1,831.577,1
548695211-01-25,16.1096,1,1,860.592,1
548695211-02-24,13.9623,1,0,879.692,0
548695211-05-05,15.664,1,0,888.55,0
548695211-06-04,19.8974,1,1,887.015,1
548695211-08-13,11.0269,1,1,815.72,1
548695211-09-12,12.7714,1,1,795.155,1
548695211-11-21,12.7121,1,1,765.47,1
548695211-12-21,12.4564,1,1,727.174,1
548695212-02-29,10.8694,1,1,680.922,1
548695212-03-30,8.34937,1,1,627.506,1
548695212-06-08,11.3201,1,1,415.34,1
548695212-07-08,14.2791,1,1,367.874,1
548695212-09-16,14.8211,1,1,317.395,1
548695212-10-16,14.4816,1,0,264.767,0
548695212-12-25,9.29873,1,0,210.892,0
548695213-01-24,2.99637,1,0,156.69,0
548695213-04-04,3.77583,1,1,37.014,1
548695213-05-04,2.09102,1,1,18.314,1
548695213-07-13,0.493716,1,1,0.479,1
548695213-08-12,-1.21088,1,1,0,1
548695213-10-21,1.32099,1,1,0,1
548695213-11-20,0.468282,1,1,0,1
548695214-01-29,1.15329,1,1,0,1
548695214-02-28,0.719551,1,0,0,0
548695214-05-09,-1.12973,1,0,0,0
548695214-06-08,-4.36581,1,0,0,0
548695235-06-08,-5.23968,1,0,0,0
548695235-07-08,-5.85508,1,0,0,0
548695235-09-16,-5.24093,1,0,0,0
548695235-10-16,-5.23058,1,0,0,0
548695235-12-25,-3.26486,1,0,0,0
548695236-01-24,-0.655855,1,0,0,0
548695236-04-03,-0.676419,1,0,0,0
548695236-05-03,-0.174253,1,0,0,0
548695236-07-12,-0.194748,1,0,0,0
548695236-08-11,1.4807,1,0,15.362,0
548695236-10-20,3.62356,1,0,64.666,0
548695236-11-19,14.3748,1,0,116.071,0
548695237-01-28,7.59861,1,1,168.697,1
548695237-02-27,21.296,1,1,221.645,1
548695237-05-08,10.6327,1,0,376.197,0
548695237-06-07,12.8444,1,0,446.058,0
548695237-08-16,3.04242,1,1,512.694,1
548695237-09-15,14.3289,1,1,574.964,1
548695237-11-24,6.03748,1,1,631.804,1
548695237-12-24,14.2714,1,1,682.243,1
548695238-03-04,3.94022,1,1,761.592,1
548695238-04-03,11.8465,1,1,798.518,1
548695238-06-12,27.0525,1,1,826.412,1
548695238-07-12,6.30727,1,1,844.797,1
548695238-09-20,7.71086,1,1,853.358,1
548695238-10-20,14.7715,1,1,851.951,1
548695238-12-29,11.2044,1,1,814.72,1
548695239-01-28,10.0119,1,1,794.269,1
548695239-04-08,18.3709,1,1,764.718,1
548695239-05-08,26.5957,1,1,726.575,1
548695239-07-17,11.0727,1,1,680.491,1
548695239-08-16,14.8485,1,1,627.256,1
548695239-10-25,14.5304,1,1,420.019,1
548695239-11-24,17.8753,1,1,372.158,1
548695240-02-02,12.2425,1,1,321.253,1
548695240-03-03,13.0692,1,1,268.174,1
548695240-05-12,15.7778,1,1,213.83,1
548695240-06-11,10.5429,1,0,159.15,0
548695240-08-20,5.12484,1,0,34.791,0
548695240-09-19,2.84061,1,1,17.389,1
548695240-11-28,-3.25663,1,1,0.79,1
548695240-12-28,-3.52668,1,1,0,1
548695241-03-08,0.022873,1,1,0,1
548695241-04-07,-1.80627,1,0,0,0
548695241-06-16,0.692247,1,0,0,0
548695241-07-16,0.710238,1,0,0,0
548695241-09-24,3.13054,1,0,0,0
548695241-10-24,-2.94775,1,0,0,0
548695262-10-24,-4.50483,1,0,0,0
548695262-11-23,-4.35405,1,0,0,0
548695263-02-01,1.03384,1,0,0,0
548695263-03-03,1.01996,1,0,0,0
548695263-05-12,-1.847,1,0,0,0
548695263-06-11,-0.655103,1,0,0,0
548695263-08-20,-0.668999,1,0,0,0
548695263-09-19,-0.160251,1,0,0,0
548695263-11-28,-0.174065,1,0,0,0
548695263-12-28,2.7515,1,0,11.822,0
548695264-03-07,5.02279,1,0,48.901,0
548695264-04-06,14.3554,1,0,87.564,0
548695264-06-15,14.3905,1,0,127.151,0
548695264-07-15,14.4255,1,0,166.985,0
548695264-09-23,10.5736,1,0,267.025,0
548695264-10-23,10.173400000000001,1,0,316.566,0
548695265-01-01,1.20523,1,0,363.826,0
548695265-01-31,2.57534,1,1,407.996,1
548695265-04-11,-0.050624,1,1,448.322,1
548695265-05-11,5.21758,1,1,484.114,1
548695265-07-20,2.64037,1,0,506.844,0
548695265-08-19,14.9645,1,0,531.435,0
548695265-10-28,15.3244,1,0,550.023,0
548695265-11-27,18.0552,1,0,562.29,0
548695266-02-05,17.6261,1,0,568.026,0
548695266-03-07,14.7521,1,0,567.135,0
548695266-05-16,17.124,1,0,323.41,0
548695266-06-15,18.8164,1,0,315.327,0
548695266-08-24,17.3866,1,0,303.634,0
548695266-09-23,18.8361,1,0,288.534,0
548695266-12-02,19.7379,1,0,270.283,0
548695267-01-01,34.0208,1,1,249.194,1
548695267-03-12,5.32175,1,1,105.869,1
548695267-04-11,19.6174,1,0,93.839,0
548695267-06-20,10.8419,1,0,81.042,0
548695267-07-20,9.48222,1,0,67.697,0
548695267-09-28,7.78556,1,0,54.032,0
548695267-10-28,6.04824,1,0,40.281,0
548695268-01-06,3.21341,1,0,14.508,0
548695268-02-05,-0.498243,1,0,7.319,0
548695268-04-15,-0.478997,1,0,0.461,0
548695268-05-15,-1.79154,1,0,0,0
548695268-07-24,-1.12589,1,0,0,0
548695268-08-23,-0.155448,1,0,0,0
548695268-11-01,1.92694,1,0,0,0
548695268-12-01,1.55817,1,0,0,0
548695269-02-09,2.49577,1,0,0,0
548695269-03-11,-1.7687,1,0,0,0
548695290-03-11,-1.42673,1,0,0,0
548695290-04-10,-0.763992,1,0,0,0
548695290-06-19,0.649589,1,0,0,0
548695290-07-19,0.663491,1,0,0,0
548695290-09-27,-2.17578,1,0,0,0
548695290-10-27,-0.956192,1,0,0,0
548695291-01-05,-0.942298,1,0,0,0
